RUBRO,AÑOMES,CONCEPTO,60 - BANCO MUNDO MUJER S.A.,52 - BANCAMÍA S.A.,53 - BANCO W S.A.,62 - MIBANCO S.A.,30 - BANCO CAJA SOCIAL S.A.
141205,202301,CATEGORIA A RIESGO NORMAL,1679.18978307,1573.54096451,1190.10570436,1054.6764713,874.27646193
141205,202302,CATEGORIA A RIESGO NORMAL,1695.49316571,1598.70140519,1202.19420715,1070.74009621,881.32573419
141205,202303,CATEGORIA A RIESGO NORMAL,1713.19573751,1624.3477876400002,1224.56722728,1083.56859446,895.6971395700001
141205,202304,CATEGORIA A RIESGO NORMAL,1722.83289901,1633.0219596400002,1241.32951757,1087.4130138,904.59845739
141205,202305,CATEGORIA A RIESGO NORMAL,1736.1531703399999,1634.11335304,1252.5570184,1101.12769318,916.45567202
141205,202306,CATEGORIA A RIESGO NORMAL,1742.5293731400002,1647.86883289,1218.59844253,1117.31381944,923.46319293
141205,202307,CATEGORIA A RIESGO NORMAL,1747.00994174,1611.2976050999998,1219.93821556,1134.18154399,926.36271046
141205,202308,CATEGORIA A RIESGO NORMAL,1760.70370064,1602.76972668,1230.48671894,1153.28421667,939.14572846
141205,202309,CATEGORIA A RIESGO NORMAL,1770.25680823,1514.5179366099999,1243.6085576500002,1181.79572059,954.1221698400001
141205,202310,CATEGORIA A RIESGO NORMAL,1768.2058277,1484.4229000999999,1248.51206752,1196.7007276400002,965.2691918099999
141210,202211,CATEGORIA B RIESGO ACEPTABLE,28.144845399999998,42.85976897,74.45699065000001,14.29245162,14.99168512
141210,202212,CATEGORIA B RIESGO ACEPTABLE,30.69445401,60.99780139,65.79420691,15.71259017,16.07066132
141210,202301,CATEGORIA B RIESGO ACEPTABLE,31.49780514,61.65528404,63.97676196,16.59140287,15.67847551
141210,202302,CATEGORIA B RIESGO ACEPTABLE,33.53572146,62.517688039999996,65.5493626,18.155526039999998,17.32245052
141210,202303,CATEGORIA B RIESGO ACEPTABLE,37.42167162,58.247206799999994,58.964046090000004,20.02806875,16.02744135
141210,202304,CATEGORIA B RIESGO ACEPTABLE,39.513221109999996,67.51009549,60.650088479999994,22.5356815,19.46163968
141210,202305,CATEGORIA B RIESGO ACEPTABLE,42.42766202000001,72.06786794,58.04673741,25.03906696,19.107226129999997
141210,202306,CATEGORIA B RIESGO ACEPTABLE,43.19112811,43.20177176,102.75685263,28.96874802,21.09717153
141210,202307,CATEGORIA B RIESGO ACEPTABLE,45.14202915,74.53313837,101.56741526,32.54037746,20.668645530000003
141210,202308,CATEGORIA B RIESGO ACEPTABLE,45.72449233,71.00121449,95.64449441,34.88557323,20.15300398
141210,202309,CATEGORIA B RIESGO ACEPTABLE,47.897690350000005,107.80697231,91.14448508,38.04411545,21.24920762
141210,202310,CATEGORIA B RIESGO ACEPTABLE,53.35066876,106.04093541,89.9042126,39.72801159,22.70570829
141215,202211,CATEGORIA C RIESGO APRECIABLE,17.98440021,20.59230428,10.26391499,8.09540447,8.92479165
141215,202212,CATEGORIA C RIESGO APRECIABLE,18.75454973,25.390173609999998,10.41073144,7.73982346,9.574323470000001
141215,202301,CATEGORIA C RIESGO APRECIABLE,20.234187239999997,21.96844768,10.36834608,8.36314332,10.33533888
141215,202302,CATEGORIA C RIESGO APRECIABLE,21.42015259,21.3744738,9.76895002,9.14805361,10.25865994
141215,202303,CATEGORIA C RIESGO APRECIABLE,36.82871923,29.457821170000003,9.01030996,9.19023615,10.87616631
141215,202304,CATEGORIA C RIESGO APRECIABLE,36.47571935,23.42521452,10.48807081,10.15158286,10.84404878
141215,202305,CATEGORIA C RIESGO APRECIABLE,39.192529,21.37596853,9.04792217,10.49873341,12.27250615
141215,202306,CATEGORIA C RIESGO APRECIABLE,40.75357172,14.88109293,11.423167359999999,11.516760210000001,12.160898320000001
141215,202307,CATEGORIA C RIESGO APRECIABLE,42.203750060000004,19.589003239999997,11.281389359999999,12.323100960000001,13.56020075
141215,202308,CATEGORIA C RIESGO APRECIABLE,42.226640100000004,16.25328939,12.60421933,12.96527256,13.19730223
141215,202309,CATEGORIA C RIESGO APRECIABLE,42.33746879,30.07719683,9.814019349999999,14.00787481,12.65892134
141215,202310,CATEGORIA C RIESGO APRECIABLE,42.549011920000005,37.75124204,10.467151269999999,16.53490538,13.472444269999999
141220,202211,CATEGORIA D RIESGO SIGNIFICATIVO,16.87409133,26.02180734,6.9439824,8.75219136,7.6715289900000005
141220,202212,CATEGORIA D RIESGO SIGNIFICATIVO,19.892454609999998,17.48594802,9.72269824,9.8727662,10.82614167
141220,202301,CATEGORIA D RIESGO SIGNIFICATIVO,19.76903864,21.59878376,10.025317339999999,9.68965815,11.17859893
141220,202302,CATEGORIA D RIESGO SIGNIFICATIVO,20.233223690000003,22.27403071,9.803441679999999,10.87164021,11.000621070000001
141220,202303,CATEGORIA D RIESGO SIGNIFICATIVO,8.3413437,22.1398755,9.23877916,12.96157984,9.14459158
141220,202304,CATEGORIA D RIESGO SIGNIFICATIVO,9.58911499,25.34563062,9.10445553,13.430314800000001,11.02748633
141220,202305,CATEGORIA D RIESGO SIGNIFICATIVO,7.63262389,27.80141648,9.940889310000001,15.061600890000001,10.788039300000001
141220,202306,CATEGORIA D RIESGO SIGNIFICATIVO,9.76020254,28.79537964,8.897064720000001,13.87279384,11.42910239
141220,202307,CATEGORIA D RIESGO SIGNIFICATIVO,8.86130851,33.47654165,10.23505651,14.82914319,13.17926428
141220,202308,CATEGORIA D RIESGO SIGNIFICATIVO,8.574029560000001,45.29997179,9.5649575,13.43280216,13.56720308
141220,202309,CATEGORIA D RIESGO SIGNIFICATIVO,8.64558568,28.68340251,11.49346035,12.77278552,12.185481220000002
141220,202310,CATEGORIA D RIESGO SIGNIFICATIVO,6.48819633,42.35022058,9.0253314,13.71981568,13.11596632
141225,202211,CATEGORIA E RIESGO DE INCOBRABILIDAD,73.69122165,59.059030060000005,44.58652388,21.27449713,26.186924
141225,202212,CATEGORIA E RIESGO DE INCOBRABILIDAD,77.25895128,53.73242792,38.4195595,21.631261350000003,27.888089760000003
141225,202301,CATEGORIA E RIESGO DE INCOBRABILIDAD,80.23694452,57.251596729999996,40.422146149999996,23.0036709,30.05192977
141225,202302,CATEGORIA E RIESGO DE INCOBRABILIDAD,85.43915424,57.64001322,41.09460738,23.79663522,33.41571747
141225,202303,CATEGORIA E RIESGO DE INCOBRABILIDAD,87.09238479999999,61.10350846,45.628512289999996,23.8693012,31.51237957
141225,202304,CATEGORIA E RIESGO DE INCOBRABILIDAD,90.95288584999999,62.73771336,48.70355487,24.45386065,32.55784709
141225,202305,CATEGORIA E RIESGO DE INCOBRABILIDAD,95.73619272,63.49610271,48.98848374,25.37291587,35.79774221
141225,202306,CATEGORIA E RIESGO DE INCOBRABILIDAD,97.94051591,70.49024532,50.04721132,27.26157434,34.28483457
141225,202307,CATEGORIA E RIESGO DE INCOBRABILIDAD,103.22341322,54.32756899,53.27934294,27.97573257,35.23250911
141225,202308,CATEGORIA E RIESGO DE INCOBRABILIDAD,105.16712908,57.46732242,58.087290450000005,28.55317521,38.40922415
141225,202309,CATEGORIA E RIESGO DE INCOBRABILIDAD,108.32063922,26.45778597,58.61957342,27.89378995,38.70911309
141225,202310,CATEGORIA E RIESGO DE INCOBRABILIDAD,112.62038215000001,27.485792789999998,58.62410122,27.352667989999997,39.66804393
141400,202211,PRESTAMOS A EMPLEADOS,0.0,17.39742947,1.1138048200000001,0.98300776,10.468821140000001
141400,202212,PRESTAMOS A EMPLEADOS,0.0,18.44931457,1.12390777,1.03118683,10.61423718
141400,202301,PRESTAMOS A EMPLEADOS,0.0,19.187308100000003,1.0920733999999999,1.02906212,10.74294868
141400,202302,PRESTAMOS A EMPLEADOS,0.0,19.157271559999998,1.04748533,1.10013936,11.55002713
141400,202303,PRESTAMOS A EMPLEADOS,0.0,20.22769501,1.0861213799999998,1.2092186,12.3543438
141400,202304,PRESTAMOS A EMPLEADOS,0.0,20.10677695,1.24023502,1.23237442,12.9043972
141400,202305,PRESTAMOS A EMPLEADOS,0.0,20.58691047,1.19518083,1.2241211,13.297487689999999
141400,202306,PRESTAMOS A EMPLEADOS,0.0,20.68973819,1.1946241100000001,1.25541496,13.688748310000001
141400,202307,PRESTAMOS A EMPLEADOS,0.0,20.882235039999998,1.1698959,1.24771811,14.06290227
141400,202308,PRESTAMOS A EMPLEADOS,0.0,21.02946784,1.12492467,1.51886108,14.5133639
141400,202309,PRESTAMOS A EMPLEADOS,0.0,22.26458747,1.10170893,1.6206968899999998,14.777586939999999
141400,202310,PRESTAMOS A EMPLEADOS,0.0,23.1756388,1.14480251,1.61293293,15.382358960000001
148700,202211,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,8.43908834,2.48211067,4.45815261,5.822625889999999,72.11825123
148700,202212,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,8.591167449999999,2.5075315899999997,4.58578184,6.1245327199999995,74.20816715000001
148700,202301,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,8.62544044,2.48549399,4.64490973,6.193817940000001,75.74974089
148700,202302,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,8.77065949,2.4887009900000003,4.7418184000000005,6.27054869,78.22640987
148700,202303,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,8.83724626,2.51100754,4.875082099999999,6.38013278,75.51028717
148700,202304,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,8.91078863,2.51317238,5.0031972300000005,6.44739183,78.42933254
148700,202305,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,9.00776766,2.51242196,5.06010398,6.52681816,80.59916831999999
148700,202306,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,9.205793289999999,2.56289764,5.13414732,6.7187499299999995,79.5007028
148700,202307,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,9.252727609999999,2.5468854199999997,5.10264762,6.751917440000001,81.49768667000001
148700,202308,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,9.29488089,2.5150481499999997,5.16554787,6.85602017,83.81259223
148700,202309,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,9.29574299,2.46748723,5.17424933,7.02684849,83.46811678
148700,202310,DETERIORO COMPONENTE CONTRACICLICO INDIVIDUAL,7.29580763,2.44540543,5.26667831,7.14833604,85.60114046
148705,202211,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.68283432,0.12882283,1.57236464,0.053539790000000004,55.541867409999995
148705,202212,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.73213621,0.1198666,1.66573509,0.047663580000000004,57.819293789999996
148705,202301,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.74004156,0.11080453999999999,1.74285921,0.04331701,59.51462903
148705,202302,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.79639258,0.10401042999999999,1.84296,0.04043567,61.7381321
148705,202303,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.75845329,0.09719252,1.97278096,0.038595449999999996,59.15707451
148705,202304,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.75760821,0.09168264,2.09804296,0.03627741,62.02869961
148705,202305,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.77659721,0.08427666,2.20411163,0.034363620000000004,64.01293937
148705,202306,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.8904568999999998,0.07333161,2.28793553,0.03036053,62.66201881
148705,202307,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.8849539500000003,0.07375445,2.2669533900000003,0.0300557,64.79670426
148705,202308,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.8757617200000003,0.06987614,2.30274169,0.02642556,67.11059426999999
148705,202309,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,3.83982256,0.06850315,2.27932143,0.024377529999999998,66.67453602
148705,202310,CREDITOS Y OPERACIONES DE LEASING DE CONSUMO,2.58723036,0.06508896,2.32274301,0.02224218,68.96878239
148710,202211,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,4.75625403,2.3532878399999997,2.8857879700000004,5.7690861,16.57638382
148710,202212,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,4.85903124,2.387665,2.92004674,6.0768691399999994,16.38887337
148710,202301,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,4.88539888,2.37468945,2.9020505099999996,6.15050093,16.23511186
148710,202302,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,4.9742669,2.3846905499999997,2.8988584,6.230113019999999,16.48827777
148710,202303,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,5.078792969999999,2.41381502,2.90230114,6.34153733,16.35321266
148710,202304,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,5.15318042,2.42148974,2.90515427,6.41111442,16.40063293
148710,202305,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,5.2311704500000005,2.4281452999999997,2.85599235,6.49245454,16.58622895
148710,202306,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,5.31533639,2.4895660299999998,2.84621179,6.6883894,16.83868399
148710,202307,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,5.36777366,2.47313097,2.83569423,6.7218617400000005,16.7009824
148710,202308,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,5.41911917,2.44517201,2.86280618,6.8295946,16.70199797
148710,202309,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,5.455920440000001,2.39898408,2.8949279,7.00247095,16.79358076
148710,202310,CREDITOS Y OPERACIONES DE LEASING COMERCIALES,4.708577269999999,2.38031646,2.9439352999999997,7.126093849999999,16.63235807
148800,202211,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.18632903,0.030388369999999998,0.00983008,0.3472531
148800,202212,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.19745492,0.03123407,0.01031187,0.35284116
148800,202301,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.20735226,0.0301919,0.008949559999999999,0.35684165999999995
148800,202302,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.20959744,0.02822617,0.01100139,0.38490531
148800,202303,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.22098062,0.029389369999999998,0.012092190000000001,0.41226362
148800,202304,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.21699929,0.03394861,0.01232374,0.43356134999999996
148800,202305,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.22305717,0.03708759,0.012241209999999999,0.44864033000000003
148800,202306,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.22525141,0.036493080000000004,0.01255415,0.46088840000000003
148800,202307,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.22580138,0.035488160000000005,0.012477180000000001,0.41798125
148800,202308,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.23016293,0.03425163,0.01518861,0.43215108
148800,202309,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.24260452,0.03321706,0.016206969999999998,0.43940066
148800,202310,DETERIORO (PROVISION) PRESTAMOS A EMPLEADOS,0.0,0.2511873,0.0346897,0.01612933,0.46172566
148860,202211,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.01807126,0.030388369999999998,0.00983008,0.34641644
148860,202212,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.0182672,0.03123407,0.01031187,0.35229461
148860,202301,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.02166659,0.0301919,0.008949559999999999,0.35412261
148860,202302,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.02515209,0.02822617,0.01100139,0.38258843
148860,202303,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.0259106,0.029389369999999998,0.012092190000000001,0.40887363
148860,202304,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.0230147,0.03394861,0.01232374,0.42715109
148860,202305,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.02504104,0.03708759,0.012241209999999999,0.43990147999999996
148860,202306,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.026997319999999998,0.036493080000000004,0.01255415,0.45198642
148860,202307,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.02513179,0.035488160000000005,0.012477180000000001,0.41194360999999996
148860,202308,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.02756976,0.03425163,0.01518861,0.42572572999999997
148860,202309,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.02803689,0.03321706,0.016206969999999998,0.43478064
148860,202310,"CATEGORIA A RIESGO NORMAL, CONSUMO",0.0,0.02662632,0.0346897,0.01612933,0.44998994
148865,202211,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0,0.0,0.0,0.00083665
148865,202212,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0005079700000000001,0.0,0.0,0.0005465499999999999
148865,202301,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0,0.0,0.0,0.00271905
148865,202302,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,1.548e-05,0.0,0.0,0.0016701700000000001
148865,202303,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.00011434999999999999,0.0,0.0,0.00040093
148865,202304,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0,0.0,0.0,0.00305556
148865,202305,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0,0.0,0.0,0.00538414
148865,202306,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0,0.0,0.0,0.00526366
148865,202307,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0,0.0,0.0,0.00603764
148865,202308,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0,0.0,0.0,0.0046523599999999995
148865,202309,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0,0.0,0.0,0.0026082699999999998
148865,202310,"CATEGORIA B RIESGO ACEPTABLE, CONSUMO",0.0,0.0005942300000000001,0.0,0.0,0.0027051700000000002
148870,202211,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,2.103e-05,0.0,0.0,0.0
148870,202212,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,0.0,0.0,0.0,0.0
148870,202301,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,0.0,0.0,0.0,0.0
148870,202302,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,0.0,0.0,0.0,0.00064671
148870,202303,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,5.069e-05,0.0,0.0,0.0
148870,202304,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,0.00020672,0.0,0.0,0.0
148870,202305,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,9.713e-05,0.0,0.0,0.0
148870,202306,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,0.0,0.0,0.0,0.0
148870,202307,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,0.0,0.0,0.0,0.0
148870,202308,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,0.0,0.0,0.0,0.00177298
148870,202309,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,0.0,0.0,0.0,0.00201174
148870,202310,"CATEGORIA C RIESGO APRECIABLE, CONSUMO",0.0,0.0,0.0,0.0,0.0
148875,202211,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.0
148875,202212,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.0
148875,202301,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.0
148875,202302,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.0
148875,202303,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.00298906
148875,202304,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.00335471
148875,202305,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.00335471
148875,202306,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.0
148875,202307,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.0
148875,202308,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.0
148875,202309,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.0
148875,202310,"CATEGORIA D RIESGO SIGNIFICATIVO, CONSUMO",0.0,0.0,0.0,0.0,0.00903055
148880,202211,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.0,0.0,0.0,0.0
148880,202212,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.0,0.0,0.0,0.0
148880,202301,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.0,0.0,0.0,0.0
148880,202302,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.0,0.0,0.0,0.0
148880,202303,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.0,0.0,0.0,0.0
148880,202304,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.00019481,0.0,0.0,0.0
148880,202305,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.00018663,0.0,0.0,0.0
148880,202306,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.00014563,0.0,0.0,0.00363831
148880,202307,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.00010442,0.0,0.0,0.0
148880,202308,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,0.0002625,0.0,0.0,0.0
148880,202309,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,3.038e-05,0.0,0.0,0.0
148880,202310,"CATEGORIA E RIESGO DE INCOBRABILIDAD, CONSUMO",0.0,3.038e-05,0.0,0.0,0.0
149100,202211,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,12.31368875,0.40153499,4.3679426900000005,0.26150344,151.99948756999999
149100,202212,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,12.8971606,0.26620137,4.10933725,0.24252441,171.33607007
149100,202301,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,13.21178689,0.30210363,4.1607091899999995,0.24335911999999998,189.99038622999998
149100,202302,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,13.81766862,0.29007681,4.289566809999999,0.2468244,208.72363062
149100,202303,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,14.39906777,0.28550127000000003,4.9433395,0.22446909,167.01376125
149100,202304,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,14.928649009999999,0.23824496,5.3393378600000005,0.23620772,187.35395619
149100,202305,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,15.120223390000001,0.26067885,5.940062480000001,0.18098619,210.94926587999998
149100,202306,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,16.959301710000002,0.28541614000000004,5.8834868899999995,0.18648277,182.47471009
149100,202307,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,17.0357258,0.2713319,6.16561496,0.18778010999999997,191.20201726
149100,202308,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,16.26680065,0.29905984999999996,5.98737957,0.18366864000000002,215.69572915
149100,202309,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,16.438747539999998,0.21594185999999999,6.63668261,0.1635701,183.85023185
149100,202310,CATEGORIA A RIESGO NORMAL CARTERA Y OPERACIONES DE LEASING,16.63774562,0.17893064,6.82656514,0.15228056,207.55876030000002
149105,202211,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.782505019999999,0.11322713000000001,1.18256227,0.03198694,64.98972837
149105,202212,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.690265259999999,0.11794746,1.2561703,0.03519468,65.23499152000001
149105,202301,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.6533146,0.12230702,1.33617193,0.031022110000000002,65.67542445000001
149105,202302,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.68711316,0.11433768,1.41563497,0.02894274,66.16690708
149105,202303,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.71578898,0.10515917,1.5439288400000002,0.02650362,66.54163946
149105,202304,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.70314958,0.08088228,1.60886027,0.028696029999999997,67.70689318000001
149105,202305,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.72811337,0.07625363,1.97758773,0.02593848,68.56938805
149105,202306,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.66768786,0.07277199000000001,1.9519154399999998,0.0241761,68.49447305
149105,202307,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.68954907,0.06745399,1.8864005400000001,0.02320548,56.81063713
149105,202308,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.73876919,0.07805756,1.83788255,0.02086324,58.48299494
149105,202309,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.78278651,0.07212671000000001,1.82654239,0.01976682,59.77341657
149105,202310,CATEGORIA A - CREDITO NORMAL CARTERA DE CONSUMO,4.78152525,0.06700052000000001,1.83169007,0.01802498,60.916731649999996
149110,202211,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.11913143,0.01151893,0.35746182,0.0033361999999999997,4.23130091
149110,202212,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.14625631,0.01620439,0.41893258,0.00383461,4.45909756
149110,202301,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.13772967000000003,0.01972943,0.42243159999999996,0.0020702600000000004,4.77078135
149110,202302,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.12878919,0.01755948,0.48218848999999997,0.00197325,5.62571954
149110,202303,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.1208265,0.017873990000000003,0.48705336,0.00206754,5.33905687
149110,202304,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.13920434,0.01416559,0.56138172,0.0020671,5.52691492
149110,202305,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.11810434,0.011025229999999999,0.61386001,0.0030499,5.73077782
149110,202306,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.19094859,0.00232666,0.75415254,0.0032538800000000002,6.1543049000000005
149110,202307,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.18134354,0.01159629,0.75040341,0.0027635700000000003,5.2614962599999995
149110,202308,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.17186419,0.00808436,0.8269781700000001,0.0030625500000000003,5.26813139
149110,202309,CATEGORIA B - CREDITO ACEPTABLE CARTERA DE CONSUMO,0.16919874,0.013132030000000001,0.7923133299999999,0.00163342,5.95691243
